words,character
"Nonetheless, it is too pure. ",SPOCK
What if it turns out you're an invading alien from the future? ,KIRK
Tractor beam?,KIRK
You mean you know who's behind these stunts? ,KIRK
Bones. (Spock's body stands up and they walk out of the room) ,KIRK
"But I thought you had to be in physical contact with a subject before  SPOCK: Doctor, even I, a half-Vulcan, could hear the death scream of four hundred Vulcan minds crying out over the distance between us. ",MCCOY
Cory? ,KIRK
"I do not believe they can, sir. High rank probability. Their S2 graf unit, which is roughly the equivalent of our warp drive, began giving off depleted energy readings. Kor decided to try to bluff it through. ",SPOCK
"Is that you, Doctor Korby? ",KIRK
That's the opinion of an individual. ,KIRK
"The alien ship. I've just realised that if their power utilisation curve is not the norm, it should be possible to identify them this way. Very important. ",SPOCK
And what have you to say now? ,KIRK
"This board has no further questions. Unless you, Commodore Stocker, have something that you would like to add. ",SPOCK
How did you manage that? ,KIRK
"Be a pawn, be a toy, be a good soldier that never questions orders. ",KIRK
It would be just enough time. ,MCCOY
"Once I get my hands on a communicator, I can have Scotty beam us all aboard the Enterprise. Ready now. ",KIRK
I panicked. ,KIRK
"Indeed we did, Mister Spock.",MCCOY
"She's got some grey, Bones. Excuse me, Professor, she's a handsome woman, yes, but hardly twenty five. ",KIRK
"Would you like to use a butterfly net on him, Captain? ",MCCOY
A minute. ,KIRK
Thank you.,SPOCK
How long will it take you to find the trouble? ,KIRK
You will. Both of us. ,KIRK
Oh? This could be an historic occasion. ,MCCOY
I have found paradise. Surely no man has ever attained such happiness. ,KIRK
How did she die? What day? ,KIRK
"Indeed, Captain. I've never seen him look so happy. ",SPOCK
Oh. ,KIRK
"Well, they're not. After what they've been through they really should  KIRK: Doctor McCoy, I've heard you say that man is ultimately superior to any mechanical device.",MCCOY
Why do you want to kill us? ,KIRK
I understand you're not happy with your quarters. ,KIRK
I wish to apologise. ,KIRK
What will you feel for him after we are gone? ,SPOCK
Like the transporter system aboard the Enterprise. ,KIRK
The Eugenics Wars. ,MCCOY
"I'm sure I'll be able to give you an answer, Mister Spock. ",KIRK
For how long? ,KIRK
"All right, Mister Spock. Let's have it. ",KIRK
That's how my arm got hurt. ,KIRK
"Our fleet will eventually arrive. In the meantime, the battle is ours. It can be a successful one. ",SPOCK
"Over here, Captain! ",MCCOY
"Yes. Mister Spock, you're sick. ",KIRK
"Jim, don't tell me my business. He could not have swallowed any.",MCCOY
My last orders. The last orders that I left for both of you. The last taped orders. ,KIRK
"These are not Enterprise communicators, Captain. They are fakes.",SPOCK
"Range, Mister Chekov? ",KIRK
"Captain, we have been hit by a kind of projected stasis field.",SPOCK
"Not without special equipment, which we don't have. Either we find a way to reach it from here, or we fail. ",KIRK
"Very bad poetry, Captain. ",SPOCK
It's got to be. ,KIRK
Have them proceed to the next quadrant. Any word from engineering on our sensors? ,KIRK
Stand by phasers. ,KIRK
"Harry Mudd, you're a liar and an outlaw and in deep trouble. I want navigational control restored, my ship released. ",KIRK
"I believe that more than the word of an aggrieved Klingon commander would be necessary for that, Mister Baris. ",SPOCK
And their present behaviour explained by a fear of punishment.,KIRK
That's no answer. ,KIRK
"Mister Spock, do they really believe that Eden exists? ",KIRK
Who's this?,KIRK
There could be many reasons why we did not. ,SPOCK
How? ,MCCOY
No. ,KIRK
Don't be a fool. My hands and face are frostbitten. I can't feel my feet. Alone you have a chance. Now do what I say. Go try to find Jim. ,MCCOY
Yes. I'm ready for the vote. ,MCCOY
Is it possible they could have beamed down to one of the two planets? ,KIRK
"Mister Sulu, come about. Three one eight mark seven. ",KIRK
"Riley's the immediate problem, Doctor. Is there any way, anything you can do to snap him out of it?",KIRK
Mister Scott? ,SPOCK
You begin to feel a strange euphoria. Your body floats.,SPOCK
"(to Kara, amid laughter) As I was saying, a fascinating cultural development of the kind which hasn't been seen in ages. The last such occurrence took place on old Earth, when the Romans were warring with the ....  ",SPOCK
"Lie down, Jim. ",MCCOY
Excuse me. Kirk here. ,KIRK
Lieutenant Uhura. ,KIRK
"Colonel, would you mind being careful with that? ",KIRK
We're under attack. I have to go to the Bridge. I've got to go to the bridge. ,KIRK
This is the Captain. Security two alert. Find and restrain Lieutenant Kevin Riley. He's armed and possibly headed towards the ship's theatre. ,KIRK
Locate the portal. It can't be too far.,MCCOY
"Oh, Mister Sulu. Increase orbit to twenty thousand mile perigee. ",KIRK
"Well, let's not stand here. Let's do something. ",MCCOY
Will they electrify the exterior of this ship? ,SPOCK
"There are no good ways, Sulu. ",KIRK
Doctor.,SPOCK
We aren't limited. We can go wherever we want in that ocean. ,KIRK
"Mrs. Sarek, I'm sorry to disturb you. I must speak to your husband. ",KIRK
It would seem to be the place where I can be of the most use. ,SPOCK
Explain. ,KIRK
Starbase Two is fully equipped and staffed with the necessary specialists to determine exactly what is wrong with the doctor. Is that not crucial to your decision? ,SPOCK
"But a small scale invasion, Mister Spock. What is your analysis of the mental state of Lazarus? ",KIRK
No sign of grief? ,KIRK
You need advice from me? You must be kidding. ,MCCOY
"Scotty, listen to me. The Enterprise has been invaded by alien beings. Its destination is Marcos. If we take it there, millions will die the way they died at Triacus. ",KIRK
Is it within visual range? ,KIRK
"Yes, the mugato. No problem, though. Those prints are several days old. They seldom stay in one place. ",KIRK
"Well, that's a brilliant observation, Mister Scott. Do you have any other helpful opinions? ",KIRK
Mister Spock there must be an exit other than the one we just saw. ,KIRK
Sorry. ,KIRK
Acknowledged. ,SPOCK
Bones. Still orbiting Gideon. ,KIRK
"Ahead warp factor three, Mister Sulu. ",KIRK
Are you all right? ,SPOCK
And let the Klingons know they succeeded in wiping out our warp engines? ,KIRK
Captain. ,SPOCK
He'll have to be committed to a total rehabilitation centre. Right now he's under sedation and heavy restraints. ,MCCOY
"Computer, verification scan. ",KIRK
"But we won't. Consider that. Enterprise. Transporter room, energise. ",KIRK
And you? ,KIRK
You won't get it through torture. ,KIRK
"Unaccustomed to light and warmth? That's necessary to all humanoids. Surely, you don't deny it to the Troglytes. ",KIRK
(watching Pike on monitor) He keeps blinking no. No to what?,KIRK
"There may be other emotions at work in this case, Captain. ",SPOCK
"That's the last time I'm giving an order twice, gentlemen. We're down to battery power, and we're low on that. ",KIRK
"Spock here, Captain. I am triangulating now. It's coming from the engineering section. ",SPOCK
"Mister Cochrane, do you have a first name? ",KIRK
"Be ready for the objections, Jim. They are a vocal lot. ",MCCOY
"We are evidently far outside our own galaxy, judging from the lack of traceable reference points. When we exceeded warp speed factor nine point five, we apparently entered a space-time continuum. ",SPOCK
Not on this world. ,SPOCK
Kirk here. ,KIRK
"Fascinating. For a moment, it appeared almost mineral. Like living rock with heavy fore claws. It's settling down now to completely human readings. ",SPOCK
You're being unreasonable. ,KIRK
"Thank you, Scotty. Kirk out. Uhura, reduce mayday signals. One per ten minute cycle. Cut down sensor sweeps, Mister Arex. ",KIRK
Mister Sulu was with you. Where is he now?,KIRK
It's Jim. ,KIRK
"You, gentlemen? In your condition? Don't be ridiculous. Mister Spock, this cafe has women that are so. (met with a Look) No, I guess not. Alone? ",KIRK
"Practicing a peculiar variety of diplomacy, sir. ",SPOCK
"You propose we pass ourselves off as Nazis, Captain? ",SPOCK
"(examining a large globe from Vanderberg's desk) Mister Vanderberg, what is this? ",SPOCK
"Quite simply, Captain. I examined the problem from all angles, and it was plainly hopeless. Logic informed me that under the circumstances, the only possible action would have to be one of desperation. Logical decision, logically arrived at. ",SPOCK
Never trusted this. ,MCCOY
Translator computer. All hailing frequencies open. ,KIRK
Come with me. I offer you happiness. ,KIRK
"Your decision is most illogical, Doctor. ",SPOCK
Doctor McCoy has analysed the zenite thoroughly. We've checked his findings through the computer and they're absolutely valid. ,KIRK
"Do you know what he died of, Mister Scott? ",SPOCK
"This isn't the time. Companion, what you offer us is not continuation. It is non=existence. We will cease to exist. Even the man will cease to exist. ",KIRK
"My world, proconsul, is my vessel, my oath, my crew. What happened to your vessel you've explained. What happened to your oath is obvious. ",KIRK
It would be most illogical that a stasis box would remain here undiscovered for so long. Beta Lyrae is one of the rare spectacles of the galaxy. Almost every ship that passes stops to see it. ,SPOCK
Helen.,KIRK
"On the bridge of the Enterprise, Mister Scott. ",SPOCK
Sensor beam on. ,SPOCK
(offering a drink) Jim. ,MCCOY
"Abnormal, of course, but it's not schizophrenia, tissue damage, or any condition I'm acquainted with, Jim. And you know after getting him here, it took almost a triple dose of sedative to put him under.",MCCOY
Dispensary to Captain. ,MCCOY
"Try and find it. The rest of you, look around, learn everything you can. I'll see what else I can find out from Mister Mudd. Let's go. ",KIRK
"This is McCoy, Jim. I think you'd better get back here. ",MCCOY
"Picking up any life-forms, Mister Spock? ",KIRK
"I don't know. I don't want to go, but I can't help myself. ",MCCOY
"(having to be held back by the guards) I'll kill you, you filthy traitor! I'll kill you! I'll kill you! ",KIRK
Yes. Dipping little girls' curls in inkwells. Stealing apples from the neighbours' trees. Tying cans on  (He's stopped by the look of horrified incredulity on Spock's face.) ,KIRK
"We cannot reverse our mutations without the serum, nor can the Aquans benefit from the knowledge of their ancestors. ",SPOCK
Where is Landru? ,KIRK
"Thank you, Mister Flint. I don't think we have the time. ",KIRK
"Yes, Mister Sulu.",KIRK
This is Captain James Kirk of the USS Enterprise. We are on a peaceful mission in this part of the galaxy. We have no hostile intentions. We request identity. ,KIRK
Then your makers weren't humanoid? ,MCCOY
It's never been tested. It's a theoretical relationship between time and antimatter.,SPOCK
"Ten years? In four days, we'll be dead! ",MCCOY
"They are, of course, in contradiction to standard Empire procedure. You cannot ignore the consequences. ",SPOCK
Help me. Somebody make the decision. ,KIRK
"M-5 has identified her, Captain. The Woden. Listed in Starfleet Registry as an old-style ore freighter converted to automation. No crew. Coming into visual range. ",SPOCK
"Yes, Doctor, we are trapped. Just as Jim is trapped wherever he is.",SPOCK
"Without me, Jim? You'd never find your way back. ",MCCOY
It won't work. ,KIRK
And useless to them. Theela said the other men of the crew would join us here. They'll be lured into the same trap. We've got to contact the ship. ,KIRK
That flight suit must be uncomfortable. (to Spock) Why don't you have the quartermaster issue him something more suitable? Then I want to meet you and him in my quarters. ,KIRK
Then I'll still want one question answered to my satisfaction.,MCCOY
"Excellent, Scotty. Stand by to beam up landing party. Let's go and see how the others are doing. Marplon can finish up here.",KIRK
"An entity which feeds on fear and terror would find a perfect hunting ground on Argelius, a planet without violence, where the inhabitants are as peaceful as sheep. The entity would be as a hungry wolf in that fold. ",SPOCK
"And the same to you, Miss Lincoln. Energise.  ",KIRK
"We have no more questions, Captain. ",SPOCK
"There are no more available, but if that's the only way you can get gratification, I'll arrange to have the whole room filled from floor to ceiling with breakable objects. ",KIRK
Affirmative. ,SPOCK
"Bones, how is it? ",KIRK
"I find this all quite absorbing, Doctor. ",SPOCK
"Jim, what are you doing? ",MCCOY
"Fascinating, Captain. The knowledge. The depth. ",SPOCK
My friend is obviously Chinese. I see you've noticed the ears.,KIRK
Why hasn't he aged? ,KIRK
"Spock? Your phaser. (it is missing, so Kirk prepares to use his to defend his friend.) ",KIRK
Lieutenant Uhura.,KIRK
Stimulants. I don't know how long we can keep this up. ,MCCOY
"Do you require any special conditions, any particular atmosphere or environment? ",KIRK
"Is something wrong, Captain? ",SPOCK
"When she answers questions, any questions, it's as if she's fighting to get the answers out. As though something is exerting pain to stop her. ",MCCOY
"Excellent. Lieutenant, cancel Red Alert. Mister Chekov, resume original course, warp factor two. ",KIRK
Report to Doctor McCoy all symptoms noted prior to the attack. ,SPOCK
Why do the Nazis hate Zeons? ,SPOCK
"Mister Scott, ready the transporter room.",KIRK
Voyage? Where? ,KIRK
Then I need help. Advice I can trust as much as Spock's. ,KIRK
I found our missing men. Dead. Another one of your experiments? ,KIRK
"Full stop, Mister Chekov. Hold your position. ",KIRK
"Spock, are you all right? ",KIRK
I only want to talk to you. ,KIRK
"Captain, please don't  KIRK: You're a traitor from a race of traitors. Disloyal to the core, rotten like the rest of your subhuman race, and you've got the gall to make love to that girl. ",SPOCK
Intelligent plants? ,MCCOY
"There is a logical way to proceed, Doctor. Point your toe, apply equal pressure to either side of the boot, and push. We have no time for emotionalism. ",SPOCK
Who are you? What's the meaning of this attack? ,KIRK
Then perhaps you were too ill to understand what can't get back means. ,SPOCK
"How many coming, Captain? ",SPOCK
Is that all you have to offer? ,KIRK
The planet might be hollow. They might be shielding themselves from our sensor probes. It's dark. Let's get some rest. Tomorrow we have to find some food and some water or it's going to be a very unpleasant stay. ,KIRK
Is that the way you see it? ,KIRK
Chess.,SPOCK
"I don't know. Five or six hours. I gave them a pretty big shot, Jim. ",MCCOY
Kirk here. ,KIRK
Wait! ,KIRK
"Tell them to take a good guess, but clear that board, Lieutenant.",KIRK
They demand an immediate reply. ,SPOCK
"Good. I want you all to check out everything in your own departments. No matter how remote, how far-fetched the notion, I want it run down. We'll stay in orbit until we have the answer. ",KIRK
We're now of one mind. ,MCCOY
Request denied.,KIRK
"Gill. Gill. Gill, can you hear me? You've got to tell those people what happened! You're the only one who can prevent the slaughter! Gill! ",KIRK
Right. ,SPOCK
"So would an ermine violin, but I see no advantage in having one.",SPOCK
Open it. ,KIRK
It took a very advanced technology to construct a device like this. Inconsistent with this environment  KIRK: But not inconsistent with what we've seen. Security. ,SPOCK
Thalassa? ,MCCOY
"If you mean strand Mitchell there, I won't do it. That station is fully automated. There's not a soul on the whole planet. Even the ore ships call only once every twenty years. ",KIRK
Vulcan has not been conquered within its collective memory. The memory goes back so far that no Vulcan can conceive of a conqueror. I knew the ship was lost because I sensed it. ,SPOCK
This is ridiculous. There's nothing out there. Nothing at all. ,MCCOY
Now just a minute. All I did was ask her to dance. She didn't have to say yes. ,MCCOY
Daystrom! ,KIRK
Repeat what? The message I sent? ,KIRK
(returns from investigating) Nothing there. ,SPOCK
Phasers on stun. ,KIRK
Security to engineering. ,KIRK
There's just one thing I want. ,KIRK
"Apollo has no difficulty focusing. He taps that energy, Mister Scott. ",KIRK
"Well, let's assume that five thousand years ago creatures like our friend Apollo did indeed visit Earth and form the basis of the Greek classic myths. ",KIRK
"The Ekosians are humanoid, so there is apt to be a similarity in architecture. Interesting. ",SPOCK
The oracle can no longer punish us. ,MCCOY
"Captain, the two inner most planets of this system appear to be intact. ",SPOCK
"Table manners, for one thing. This is a plate. It contains food.",KIRK
"Well, we can't get to it. We can't talk to it unless it wants to talk to us. ",KIRK
There has to be an answer. ,KIRK
I agree. ,KIRK
She's asleep. ,MCCOY
"Mister Scott, I want a fully armed security detail beamed down here on the double. ",KIRK
"Nomad, I admit that biological units are imperfect, but a biological unit created you. ",KIRK
Yes. Who caught you? ,KIRK
"Obviously, it intends to intercept us. It has made several course changes corresponding with our own. ",SPOCK
"Predictably metaphysical. I prefer the concrete, the graspable, the provable. ",SPOCK
"That is quite logical, Captain. ",SPOCK
"When Mister Spock recovers, you'll both transport up immediately to the Enterprise. ",KIRK
Sargon. ,KIRK
Present condition of Psi 2000.,KIRK
"Yes. Earthmen like Ramses, Alexander, Caesar, Napoleon, Hitler, Lee Kuan. Your whole Earth history is made up of men seeking absolute power. ",SPOCK
I am grateful. ,KIRK
"Burns them out. Compton was burned out. The device attached to the life-support system produces an extreme, numbing cold. It is my belief that they are turning the Enterprise into a gigantic deep-freeze for purposes only the Scalosians know. ",KIRK
"Tie into the helm, Scotty. If we should call for power, we'll want it fast.",KIRK
"Lungs filled with air again. To see again. Heart pumping, arteries surging with blood again. A half a million years. To be again.",KIRK
This isn't a classroom. I'm trying to get us out of here. ,KIRK
"I'm sorry, Ambassador. I did not mean to offend. I thought that  SAREK: Offence is a human emotion. I'm returning to my quarters.",KIRK
Who are you? ,KIRK
"If that's true, Spock, then  (The landing party are grabbed by the tentacles of three giant slug-like creatures) ",KIRK
"We must talk to Kang, bury the hatchet. ",KIRK
"Ambassador, I think it's time you told me what's going on. ",KIRK
Worse than dead! Restore them. Restore my ship! ,KIRK
"All right, how about this? A creature that lives deep in the planet below us, at home in solid rock. It seems to me that in order to survive, it would have to have some form of natural armour plating. ",KIRK
I'm working in the dark. I could kill him. ,MCCOY
"Precisely, Captain, and in a manner of speaking, we have given the people of Vaal the apple, the knowledge of good and evil if you will, as a result of which they too have been driven out of paradise. ",SPOCK
"It was not impossible, Captain. Our presence here is proof of that. ",SPOCK
"Sir, would you mind explaining that statement, please? ",SPOCK
"Our new heading, Mister Chekov? ",KIRK
"And I'll love you, Miramanee. Always. ",KIRK
A fat tribble. ,KIRK
"Based on present data, I would say yes. ",SPOCK
Who die when they enter adolescence. ,KIRK
Right. ,MCCOY
McCoy! McCoy! ,KIRK
Something's preventing my phaser from operating.,SPOCK
"(attempting a mind meld) He simply appears to have turned himself off, Captain. And since we cannot repair the damage he has done without destroying the ship  KIRK: It seems we're going to take a little trip.",SPOCK
Hundreds of thousands. ,KIRK
"Yes, it is, isn't it? How many cells does the human body have? ",KIRK
"Are they aboard? Scotty, are they aboard? ",KIRK
"Everyone to stations. Report, Mister Spock.",KIRK
"You seem to be singing a different tune. I'd rather know more about yours. You call it magic, you call it science. It seems unrelated to both of them. ",KIRK
"Captain? Captain? Captain, are you able to respond? ",SPOCK
We may be able to get these people back on course. ,MCCOY
The same may be said of Stratos inhabitants. ,SPOCK
"Of course. Parmen possesses the highest order of psychokinetic ability, and Alexander the lowest, in the same environmental conditions. ",MCCOY
Yes. It was reported destroyed. There were no more in the series. But if this is that probe  NOMAD: I will scan your star charts. ,SPOCK
"Jim, what in heaven's name is going on? ",MCCOY
Maintain. ,KIRK
"All right, Nomad. Repair the unit. ",KIRK
"I'm sorry, Jim. The boy's unconscious, but he's still alive. ",MCCOY
The Zetars are growing stronger. ,MCCOY
Try a harmless suggestion.,KIRK
Not if I can help it. ,KIRK
"Not even if we're in danger, Mister Sulu? ",KIRK
It's locked onto my ship's systems. ,KIRK
He failed a psycho-simulator test. All it takes is a split second of indecision. Hardly the type to become a political strongman. ,KIRK
They are inseparably close to one another. We cannot transport one  [Bridge],SPOCK
"What about the atmosphere and environment, Mister Spock? ",KIRK
"Yes, Doctor. Spock what do we know about the race that lived here? ",KIRK
I didn't say that. ,MCCOY
"Nomad, I have arranged the tapes for flash feed at the top speed of the computer. Please do not draw the information faster than the machine's capacity. ",SPOCK
"Surely, you're coming, Captain. ",SPOCK
No! ,MCCOY
"It will work, or he'd still be gloating. Bring the robot ships in from two different angles, Mister Sulu. ",KIRK
"Forward phasers, stand by. (the Romulan becomes a clear image)",KIRK
"The Horta is intelligent, peaceful, mild. She had no objection to sharing this planet with you, till you broke into her nursery and started destroying her eggs. Then she fought back in the only way she knew how, as any mother would fight when her children are in danger. ",KIRK
Take him to Sickbay. Put him in restraint. ,MCCOY
Pure energy. Matter without form. ,SPOCK
"Some pre-trial investigation, Mister Spock. On Dramia Two. ",KIRK
Kodos is dead. I'm satisfied of that. ,KIRK
I have the weapon. ,SPOCK
"Captain, the Defiant's sensors correspond with an extremely high degree of correlation to those of the Enterprise. ",SPOCK
Those devices on their belts might indicate the source of the force field. ,KIRK
"Well, gentlemen, all and all, an experience we'll remember in our old age. Which won't be for some while, I hope. Take over, Mister Sulu.",KIRK
Beam him down to Captain Kirk immediately. ,SPOCK
"I'm not interested in any physical-psychological aspects, Jim boy. We all perfectly healthy down here. ",MCCOY
"Read out, Mister Chekov? ",KIRK
"Plant life, Captain. Primitive and aggressive. ",SPOCK
"How many men did we lose, Bones? ",KIRK
"Fascinating. A pattern is developing. First, Tormolen. Hidden personality traits being forced to the surface. Then Riley, who fancies himself a descendant of Irish kings, and now Sulu, who is at heart a swashbuckler out of your 18th century.",SPOCK
"Impossible. They know the area too well, like mice. ",SPOCK
"Yes, that's possible. There's also the possibility of underground water. ",KIRK
"You've already made up your mind, haven't you, Jim. ",MCCOY
What did she die of? ,KIRK
"You have the conn, Mister Spock. ",KIRK
"So it is wounded, and therefore twice as dangerous. Stay in pairs. If you see it, concentrate your phaser fire at what appears to be its head. Concentrate it. Maintain it. It is definitely resistant, but it can be hurt. And if it can be hurt, it can be killed. Mister Spock. ",KIRK
I think it unlikely it is one of theirs. ,SPOCK
"We are caring for him, but our doctor needs his medical equipment aboard the Enterprise. ",KIRK
"The statement Lucifer made when he fell into the pit. 'It is better to rule in hell than serve in heaven.'  SPOCK: It would be interesting, Captain, to return to that world in a hundred years and to learn what crop has sprung from the seed you planted today. ",KIRK
So is your father's life.,MCCOY
"Well, there are only fragments of bone and teeth left, but the plant's physician agrees with me. A chemical corrosion. Almost as if he'd been thrown into a vat of extremely corrosive acid. ",MCCOY
"Very interesting. You ready, Bones?",KIRK
"Well, are you satisfied with the results of the tests? ",KIRK
Computer? ,SPOCK
"In critical moments, men sometimes see exactly what they wish to see. ",SPOCK
Of course you don't understand. You don't have the brains to understand. All you have is printed circuits. ,KIRK
"Negative. You and Mister Sulu will match its course and speed with the object on our sensors exactly, move for move. If he has sensors, I want him to think we're a reflection, an echo. Under no circumstances are you to cross into the Neutral Zone without my direct orders. ",KIRK
You're the ones who issued the ultimatum to withdraw from the disputed areas! ,KIRK
"I have a beautiful yeoman. Have you noticed her, Mister Spock?",KIRK
Quiet. ,KIRK
"Report, Bones. ",KIRK
"Record procedure. Scotty, can you do it? ",KIRK
"No, I think I can walk. I'll try. ",MCCOY
Ship to ship.,KIRK
"Cover! Kirk to Enterprise, lock on transporters. Beam us up.",KIRK
"Warp one in six seconds. Five, four, three, two, one, zero. ",SPOCK
"Noted. You should know, however, that there's very little a Starbase can do that a starship can't. ",KIRK
"Yes, it is. ",SPOCK
"All right, what have we got? We're here in Tombstone, Arizona, October 26, 1881. The day of the gunfight at OK Corral. And we're the Clantons, and Morgan Earp has just gone to tell his brothers we're here. ",KIRK
She's on board by now. Yes. She's on board. ,KIRK
Yes. ,SPOCK
"Well, there goes paradise. ",MCCOY
"You're not going to admit that for the first time in your life, you committed a purely human emotional act? ",KIRK
He just gave us reverse power. We lurched forward. ,KIRK
(handing over his own phaser) And give this to Mister Scott in the event I don't return. ,SPOCK
Put a guard on him. ,KIRK
Check controls and co-ordinates. ,KIRK
I am Sargon. ,KIRK
I see no reason for answers to be couched in riddles. ,SPOCK
I'll take my chances. Why don't you have a look around? Kirk to Enterprise. Mister Scott? ,KIRK
I wouldn't be a bit surprised. ,KIRK
"Not entirely, no. Telepathy doesn't imply control and I assure you that I have full control over your friends. ",SPOCK
That ought to be just about right. ,KIRK
I'm not asking you to have anything to do with me. Do your job with her. How long before he's on his feet? ,KIRK
"Twenty seconds to what? That's what worries me. Lieutenant Uhura, place the ship on Yellow Alert. ",KIRK
I'll use my medical authority to enforce it if necessary. ,MCCOY
You still feel all right? ,MCCOY
Captain? Casualty reports indicate only minor injuries.,SPOCK
"That, sir, is illogical. It is suicide. Attempted suicide would be proof that you are psychologically unfit for command. If you don't veer off, I shall relieve you on that basis. ",SPOCK
More power to the shields. ,SPOCK
"You can go now, Yeoman. (Rand leaves) There's only one logical answer. We have an impostor aboard.",SPOCK
A small thing which holds us all. ,SPOCK
There was the war to end tyranny. Many considered that a noble effort. ,SPOCK
What is it? What happened? ,KIRK
We've located the captain. Beam down Nurse Chapel with an emergency surgical kit. ,SPOCK
Now you've got to get this ship out of here. ,MCCOY
"Was your father  GARROVICK: Yes, sir, but I don't expect any special treatment on that account. ",KIRK
This room. What happens there?,SPOCK
"That sounds, sounds reasonable. We should double-check everything. ",KIRK
Let's do that. ,KIRK
Mister Spock's the best first officer in the fleet. ,MCCOY
The odds are not good. ,MCCOY
The end of life. Murderers. ,SPOCK
"If we can get to the SS weapons laboratory, get our weapons back, we might be able to stop the slaughter. ",KIRK
McCoy here. ,MCCOY
The Enterprise is surely on course for Makus Three by now. I for one do not believe in angels. ,SPOCK
You made the desert crossing most efficiently. You will not disappoint Sarek in your kahs-wan. ,SPOCK
"I can't, but to question Spock of all people? Me, yes. I could run off half-cocked given a good reason. So could you, but not Spock.",MCCOY
"Of course, Captain. ",SPOCK
"I've just lost a crewman, Mrs. Crater. I want to know what happened. ",KIRK
I am? ,KIRK
"It may be the last action you'll ever take, Mister Spock, but it was all human. ",MCCOY
"That leaves us exactly five hours and forty eight minutes, Spock.",KIRK
Do you gentlemen have any further questions? ,KIRK
"From 1992 through 1996, absolute ruler of more than a quarter of your world. From Asia through the Middle East. ",SPOCK
Is that a request or demand? ,KIRK
"Same as before, Mister Sulu. Stay with him. ",KIRK
"It's not necessary, Jim. Can't you see she's coming around? ",MCCOY
"If you want to play analyst, Spock, use someone else, not me. My concern is with the ship and the crew. ",KIRK
"(handing over a computer disc) M-5's readout, Captain. ",SPOCK
Affirmative. ,SPOCK
My ears register it. ,KIRK
"But with the mind of a child. Bones, what is it? ",KIRK
"They are all malfunctioning, Captain. Some kind of electronic block has cut us off from the ship. ",SPOCK
Look. ,KIRK
These ruins extend to the horizon. Begin recording. ,KIRK
Estimated repair time? ,SPOCK
Try these. ,KIRK
"Correct. Very good, Doctor. ",SPOCK
Just keep this between the two of us and accept my thanks. Over and out. Kirk to Enterprise. ,KIRK
Lead us to him. ,KIRK
What? ,MCCOY
Jim and his creature? ,MCCOY
Reevaluate? ,KIRK
You've been most restrained since we left Organia. ,SPOCK
Accidents happen. Cut off back-up systems malfunction. We were due for overhaul two months ago. ,KIRK
Answers.,KIRK
Deflectors up. ,KIRK
"I'm doing that, Captain, as per your previous order. We discussed that earlier. ",SPOCK
"Jim, I want to talk to you. ",MCCOY
Sonic separator. ,MCCOY
"No need, Bones. Here we go. ",KIRK
I cannot say. The Klingon found near the dilithium vault knew nothing specific. But there is some kind of sabotage in the offing. ,SPOCK
"I thought I just did, Doctor. ",SPOCK
Then we should be able to navigate back. ,KIRK
"Barely an instant in eternity, Jim. ",MCCOY
A partnership arrangement? You and me? ,KIRK
Do the best you can and make it fast. Kirk to Scott. ,KIRK
"Jim, Spock's almost gone. ",MCCOY
Opening time portals to the past. You cross through into the period which you were viewing. ,SPOCK
"It is my right. By tradition, the male is accompanied by his closest friends. ",SPOCK
"A few hours ago, the Captain elected to remain on board the Defiant so that three members of this crew would have the best chance of returning safely to the Enterprise. His concern was not only for them, but for all the members of the crew of this ship. You all know the sequence of events. We were fired upon by the Tholian ship. At that time, Captain Kirk may have been alive. I deemed it necessary to return the Tholian fire for the safety of the Enterprise. The Tholian ship has been disabled. But as a result of the battle, we must accept the fact that Captain Kirk is no longer alive. ",SPOCK
How could he survive? ,KIRK
"The very reason for the existence of our starships is contact with other life. Although the method is beyond our comprehension, we have been offered contact. Therefore, I shall beam down. Mister Spock, as for you  SPOCK: Captain, since I was included in the invitation to make contact, I must beam down with you. ",KIRK
Yes. You were right a while back. My brother Sam lives on Deneva.,KIRK
We came rather close to making it more than honorary. ,SPOCK
Tell them. ,KIRK
"Yes, of course. It's the only reasonable explanation. You can't see and Kollos can't hurt you. ",KIRK
"You're a penny-ante operator. Sit down. All right, Spocko, cover him. Now listen, sweetheart. The Federation's moving in, taking over.",KIRK
Has the reason that the people must leave here been revealed to you? ,MCCOY
Lieutenant. You have your orders and your duty. ,KIRK
Mister Stiles. ,KIRK
"Tragedy, Doctor.",KIRK
Understood. Mister Spock. Prepare to beam Scotty on board. ,KIRK
"That would be highly uncharacteristic. We must expect, Parmen, that the moment we leave here, your fear would be gone and you would again be as sadistic and as arrogant as your twenty five hundred years have made you. ",SPOCK
"You don't know yet, do you? ",KIRK
I'm sure you will find it a fascinating experience. ,SPOCK
"Interesting nomenclature. How does it work? May I  ATOZ: Oh, no, sir, no. I must ask you not to touch the controlling mechanism. Return and make your selection. When you have chosen, I will prepare you through the atavachron. ",SPOCK
Mapping expeditions have charted this solar system before. There never have been any life forms on Pyris Seven. ,SPOCK
And yourself? ,KIRK
No indication of its composition? Gravimetric? Magnetic?,SPOCK
Great leader. Great leader! (He kneels in front of Kara.) We come from a far place to learn from your Controller. ,KIRK
Fascinating. ,SPOCK
"Oh, Spock, one question. ",KIRK
